Employee ID,Employee Name,Gender,Profession,Profession Group,Date of Birth,Age,Hire Date,Resignation Date
590,"Eko Hutabarat, A.Md",M,Administration,Non Medical,1980-12-12,45,31/10/2008,20/10/2021
591,"dr. Vina Wibowo, Sp.PD",F,Specialist Doctor,Medical,1992-11-14,33,18/07/2025,
592,Dimas Sari,M,Ambulance Driver,Non Medical,1990-12-14,35,24/03/2025,
593,Ayu Firmansyah,F,Administration,Non Medical,1966-05-08,60,12/11/1988,
594,"Mega Wijayanto, Ners",F,Nurse,Medical,1987-12-24,38,18/02/2011,
595,Dr. Diah Hutapea,F,Nurse,Medical,1966-07-17,59,26/12/2001,
596,Dr. Hadi Firmansyah,M,Doctor,Medical,1984-07-26,41,04/10/2006,
597,"Nadia Sinaga, Sp.Kep",F,Nurse,Medical,1979-11-02,46,28/03/2003,
598,Wulan Situmorang,F,Cleaning Service,Non Medical,2000-09-27,25,19/09/2022,
599,"Ratna Budiman, M.Kep",F,Nurse,Medical,1999-05-14,26,14/04/2017,
600,"Nadia Simbolon, M.Ft",F,Physiotherapist,Medical,1966-08-10,59,25/12/1991,24/01/1998
601,Bayu Prabowo,M,Cleaning Service,Non Medical,1976-03-22,50,17/03/2014,
602,"Farhan Wibowo, Ners",M,Nurse,Medical,1972-08-28,53,25/08/2007,
603,Elia Simbolon,F,Radiographer,Medical,1993-06-19,32,18/12/2023,
604,Lina Hutapea,F,Medical Records,Non Medical,1970-08-10,55,26/02/2006,
605,"Wahyu Purwanto, M.Kep",M,Nurse,Medical,1971-09-28,54,01/06/1998,
606,"Wati Raharjo, S.Kep",F,Nurse,Medical,1987-03-17,39,24/11/2014,
607,"Sri Raharjo, S.E",F,Finance,Non Medical,1985-10-09,40,13/12/2008,
608,Lukas Budiman,M,Security,Non Medical,1965-06-09,60,02/06/1990,
609,"dr. Bella Siregar, Sp.B",F,Specialist Doctor,Medical,1998-06-22,27,22/03/2018,
610,Sari Wijayanto,F,Midwife,Medical,1965-02-04,61,25/03/1985,
611,"Taufik Wijaya, S.Tr.Kom",M,IT Team,Non Medical,1983-08-20,42,05/07/2019,
612,Dr. Nur Kurniawan,F,Nurse,Medical,1975-05-04,51,05/04/2005,
613,Teguh Hermawan,M,Nurse,Medical,1973-07-14,52,23/08/2001,
614,"dr. Nur Hermawan, Sp.RM",F,Specialist Doctor,Medical,1981-12-23,44,19/02/2008,
615,"drg. Bambang Sinaga, Sp.Pros",M,Specialist Doctor,Medical,1989-04-27,37,26/12/2011,
616,Taufik Hermawan,M,Management,Non Medical,1974-05-19,51,20/06/1998,
617,"Zulkifli Tampubolon, S.Tr.Kes",M,Laboratory Analyst,Medical,1985-05-14,40,20/04/2003,
618,Usman Rahman,M,Cleaning Service,Non Medical,1995-05-15,30,28/02/2015,
619,Dimas Hutabarat,M,Blood Bank Officer,Medical,1983-02-17,43,13/07/2021,
620,"Mega Sari, Ners",F,Nurse,Medical,1988-08-11,37,06/01/2021,
621,"Indah Widodo, S.Kep",F,Nurse,Medical,1994-04-01,32,06/01/2022,
622,"dr. Yuliana Maulana, Sp.M",F,Specialist Doctor,Medical,1997-02-27,29,13/06/2019,
623,"Ratna Firmansyah, Ners",F,Nurse,Medical,1975-12-17,50,20/06/1993,
624,Citra Hartono,F,Building Technician,Non Medical,1969-05-20,56,28/11/1990,
625,Farhan Panjaitan,M,Medical Records,Non Medical,1992-08-19,33,10/01/2019,22/02/2021
626,Mira Setiadi,F,Ambulance Driver,Non Medical,1965-02-18,61,19/12/1984,
627,"Yanti Prabowo, S.Adm.Kes",F,Management,Non Medical,2002-11-29,23,20/06/2021,
628,"Ika Situmorang, M.Ak",F,Finance,Non Medical,1982-07-02,43,30/08/2003,
629,"dr. Hadi Saputra, Sp.PK",M,Specialist Doctor,Medical,1965-07-01,60,29/12/1988,18/01/2008
630,"Vera Budiman, M.Ft",F,Physiotherapist,Medical,2001-08-14,24,19/09/2022,
631,Dr. Zara Kurniawan,F,Nurse,Medical,1968-02-16,58,01/10/1988,
632,Retno Hidayat,F,Nurse,Medical,2001-03-10,25,03/05/2024,
633,"Yuliana Prasetyo, M.Kep",F,Nurse,Medical,1965-05-14,60,20/10/1994,
634,Yanto Widodo,M,Administration,Non Medical,1988-06-12,37,21/08/2013,
635,Ahmad Simanjuntak,M,Security,Non Medical,1997-05-23,28,18/06/2025,
636,Sri Simanjuntak,F,Administration,Non Medical,1978-03-23,48,24/01/2016,
637,Rina Wijaya,F,Nurse,Medical,1997-01-15,29,12/11/2023,
638,"Silvi Lubis, Ners",F,Nurse,Medical,1985-04-30,41,17/04/2023,
639,Agus Raharjo,M,Ambulance Driver,Non Medical,1972-11-02,53,23/10/1998,
640,"Farhan Tampubolon, CA",M,Finance,Non Medical,1980-12-10,45,25/09/2013,16/01/2018
641,"Jaya Siahaan, S.E",M,Administration,Non Medical,1967-12-22,58,29/10/1990,
642,Mira Nugroho,F,Pharmacist,Medical,1966-02-06,60,21/11/1994,
643,"Puspita Purwanto, Sp.Kep",F,Nurse,Medical,1978-05-07,48,04/12/2018,
644,"Kurniawan Hakim, M.Ked",M,Doctor,Medical,1976-03-26,50,14/09/2005,
645,Fajar Hutabarat,M,Nurse,Medical,2001-05-31,24,10/06/2024,
646,"Fani Sari, Ners",F,Nurse,Medical,1968-08-27,57,10/02/2005,04/09/2006
647,"Vera Priyanto, Ak.",F,Finance,Non Medical,1975-02-26,51,06/09/2005,
648,"Diana Maulana, S.Ft",F,Physiotherapist,Medical,1971-02-15,55,22/04/1995,
649,"dr. Gilang Hartono, Sp.KJ",M,Specialist Doctor,Medical,1996-07-17,29,26/02/2023,
650,"Nur Prabowo, S.Gz",F,Nutritionist,Medical,1996-10-11,29,31/10/2015,
651,"Joko Hartono, A.Md.Kes",M,Medical Support,Medical,1966-04-30,60,23/06/2005,01/07/2023
652,"Indra Sari, S.E",M,Management,Non Medical,1966-01-09,60,12/02/1995,
653,Ika Wijaya,F,Nurse,Medical,1988-02-29,38,04/06/2013,
654,Nanang Hidayat,M,Pharmacist,Medical,1973-06-25,52,02/07/2005,
655,"Mira Purwanto, Sp.Kep",F,Nurse,Medical,1986-05-17,39,04/09/2017,
656,"Susilo Wibowo, S.E",M,Management,Non Medical,1985-08-21,40,14/03/2013,
657,Dr. Rudi Nugroho,M,Doctor,Medical,1972-05-15,53,09/04/1997,
658,Dr. Widya Simanjuntak,F,Nurse,Medical,1973-10-13,52,09/12/2002,
659,"Citra Setiadi, M.Adm.Kes",F,Management,Non Medical,1985-02-11,41,30/11/2021,
660,"Dewi Suprapto, MARS",F,Casemix / BPJS Claim,Non Medical,1994-02-11,32,20/02/2012,
661,Ningsih Susanto,F,Nurse,Medical,1968-09-16,57,25/08/1994,
662,"Endah Firmansyah, S.Kep",F,Nurse,Medical,1968-09-24,57,23/05/1991,
663,Taufik Suryanto,M,IT Team,Non Medical,2002-06-05,23,26/12/2023,
664,"Indra Simanjuntak, S.Tr.Rad",M,Radiographer,Medical,1998-08-09,27,06/03/2019,
665,"Puspita Raharjo, S.Adm",F,Administration,Non Medical,1976-04-15,50,15/03/1996,
666,Dr. Tuti Sari,F,Nurse,Medical,2000-02-02,26,22/08/2024,
667,Bayu Sari,M,Security,Non Medical,1978-09-02,47,19/08/2007,
668,Candra Nugroho,M,Nurse,Medical,1968-01-25,58,30/08/1994,
669,"Farhan Hutapea, S.Tr.ELM",M,Electromedical Technician,Medical,1965-03-16,61,17/05/2004,
670,Yuliana Nasution,F,Cleaning Service,Non Medical,1966-03-31,60,04/12/1989,
671,Sari Hidayat,F,Nurse,Medical,1994-08-17,31,26/02/2018,
672,Wati Hartono,F,Pharmacist,Medical,2001-07-18,24,19/09/2020,
673,"Hesti Setiadi, S.Sos",F,Administration,Non Medical,1979-02-09,47,08/01/1998,21/02/2011
674,"Vera Sugiarto, Ners",F,Nurse,Medical,1984-07-25,41,14/07/2017,
675,"Nadia Susanto, A.Md.Kep",F,Nurse,Medical,2002-07-18,23,09/09/2022,
676,"Maya Priyanto, A.Md.Keb",F,Midwife,Medical,1997-09-06,28,05/08/2024,
677,"Tri Putra, S.Kom",F,IT Team,Non Medical,1985-03-02,41,05/12/2013,26/08/2024
678,"Tuti Nugroho, A.Md.Kep",F,Nurse,Medical,1994-11-25,31,13/05/2025,
679,"Diana Simbolon, A.Md.Kep",F,Nurse,Medical,2000-10-13,25,26/11/2024,
680,"Ningsih Sugiarto, M.Farm",F,Pharmacist,Medical,1967-10-20,58,05/01/1998,
681,Novita Sinaga,F,Management,Non Medical,1992-03-11,34,13/12/2016,
682,"Kartika Firmansyah, A.Md",F,Administration,Non Medical,1970-10-16,55,17/05/1994,
683,"Widya Simbolon, Dra.",F,Management,Non Medical,1978-12-17,47,05/02/2003,
684,Fani Kusuma,F,Cleaning Service,Non Medical,1981-11-05,44,12/08/2012,
685,"Fitri Wibowo, Drs.",F,Management,Non Medical,1996-07-07,29,24/12/2018,
686,"Cahyo Panjaitan, A.Md",M,Administration,Non Medical,1974-11-14,51,18/02/1998,
687,"Dimas Nasution, S.Ak",M,Finance,Non Medical,1987-12-16,38,08/06/2017,
688,"Taufik Siahaan, A.Md.Kom",M,IT Team,Non Medical,1981-05-15,44,05/01/2015,
689,Bayu Situmorang,M,Security,Non Medical,1996-01-13,30,11/04/2019,
690,"Galih Sitompul, S.KM",M,K3 / Occupational Health & Safety,Non Medical,1976-09-05,49,19/10/2005,
691,"Budi Wibowo, S.Adm.Kes",M,Management,Non Medical,1967-11-16,58,09/07/1996,25/12/2013
692,"Fani Siregar, MD",F,Doctor,Medical,1976-10-13,49,16/12/1996,
693,"Vina Sinaga, Bd.",F,Midwife,Medical,1966-08-26,59,26/06/1985,
694,"Vera Setiadi, A.Md.Kep",F,Nurse,Medical,1971-11-01,54,29/04/1992,
695,Sari Tampubolon,F,Pharmacist,Medical,1970-10-29,55,03/02/1996,22/10/1998
696,"Retno Sari, S.T",F,IT Team,Non Medical,1979-05-25,46,31/08/2005,
697,"Nanang Siregar, A.Md.Kes",M,Medical Support,Medical,1969-09-03,56,19/03/1994,
698,"Yuni Hartono, Ners",F,Nurse,Medical,1972-03-27,54,31/07/1990,
699,Linda Permana,F,Radiographer,Medical,1986-10-07,39,26/11/2020,
700,"Ani Tampubolon, S.KM",F,Medical Records,Non Medical,1996-04-03,30,21/11/2023,
701,"Indra Nugroho, Sp.Kep",M,Nurse,Medical,1968-05-25,57,05/07/1996,
702,"Endah Gunawan, S.Adm",F,Administration,Non Medical,1987-03-22,39,07/06/2007,18/11/2010
703,Ir. Teguh Prabowo,M,Management,Non Medical,1982-03-22,44,24/01/2020,
704,"Retno Prabowo, M.Kes",F,Medical Support,Medical,1983-06-03,42,09/09/2020,
705,"Iwan Sinaga, Ners",M,Nurse,Medical,1999-01-20,27,26/01/2017,03/08/2018
706,"drg. Slamet Wijayanto, Sp.KGA",M,Specialist Doctor,Medical,1966-03-17,60,12/12/1985,
707,Agus Gunawan,M,K3 / Occupational Health & Safety,Non Medical,1978-12-22,47,11/01/2014,14/10/2021
708,"Lina Permana, S.E",F,Administration,Non Medical,1997-08-18,28,18/01/2024,27/05/2025
709,Novita Hakim,F,Security,Non Medical,1968-01-14,58,30/05/2000,03/07/2019
710,"Yuliana Raharjo, S.Kom",F,IT Team,Non Medical,2000-12-12,25,07/11/2018,
711,"Firmansyah Suprapto, A.Md.Kom",M,IT Team,Non Medical,1965-09-02,60,01/11/1994,
712,"Elia Sinaga, A.Md.Kep",F,Nurse,Medical,1977-06-29,48,05/08/1999,
713,"Yuni Hermawan, M.Kep",F,Nurse,Medical,1982-04-20,44,31/10/2021,
714,"Nadia Wijayanto, S.Ft",F,Physiotherapist,Medical,1988-01-05,38,23/11/2025,
715,Ratna Firmansyah,F,Medical Support,Medical,1996-11-28,29,09/05/2014,
716,"Elia Budiman, A.Md",F,Administration,Non Medical,1972-10-21,53,31/05/2001,
717,"Rudi Siregar, S.Sos",M,Administration,Non Medical,2000-09-05,25,28/01/2020,
718,Intan Kurniawan,F,Nurse,Medical,1981-10-31,44,06/11/2009,
719,"Budi Tampubolon, M.Kes",M,Medical Support,Medical,1969-01-19,57,08/11/2004,
720,Ade Maulana,M,Cleaning Service,Non Medical,1994-10-15,31,21/06/2016,
721,"Nur Susanto, Sp.Kep",F,Nurse,Medical,1965-01-31,61,04/04/2001,
722,"Kartika Maulana, A.Md.Kep",F,Nurse,Medical,1986-11-20,39,21/03/2017,
723,"Wati Putra, M.Kep",F,Nurse,Medical,1992-03-08,34,07/06/2011,
724,"Zara Simbolon, Sp.Kep",F,Nurse,Medical,1978-01-05,48,05/05/2007,
725,Dr. Citra Pratama,F,Nurse,Medical,1991-10-22,34,21/07/2018,
726,"Ade Lubis, S.K3",M,K3 / Occupational Health & Safety,Non Medical,1975-06-04,50,27/09/2006,
727,"Joko Kurniawan, A.Md",M,Administration,Non Medical,1979-12-12,46,04/08/1998,
728,"Vina Firmansyah, S.Keb",F,Midwife,Medical,1966-09-03,59,21/08/1993,23/04/1995
729,"dr. Teguh Maulana, Sp.P",M,Specialist Doctor,Medical,1998-11-01,27,27/05/2018,
730,"Joko Prabowo, Apt.",M,Pharmacist,Medical,1988-03-18,38,10/12/2009,
731,"Nur Kurniawan, S.Tr.Kes",F,CSSD,Non Medical,1971-07-25,54,20/08/1999,
732,Dr. Putri Putra,F,Nurse,Medical,1981-07-06,44,26/01/2010,
733,Widya Pasaribu,F,Cleaning Service,Non Medical,1973-12-16,52,26/11/1999,
734,"Bayu Budiman, A.Md.AK",M,Laboratory Analyst,Medical,1982-04-11,44,15/06/2011,
735,Sari Widodo,F,Nurse,Medical,1995-08-06,30,18/09/2024,
736,"dr. Yuni Siahaan, Sp.U",F,Specialist Doctor,Medical,1985-03-09,41,26/11/2004,14/03/2022
737,"Sri Hermawan, Sp.Kep",F,Nurse,Medical,1995-06-12,30,05/04/2025,
738,"Rini Rahman, S.Kep",F,Nurse,Medical,1969-05-27,56,09/10/1995,
739,"Yanti Simanjuntak, S.Ft",F,Physiotherapist,Medical,1994-10-12,31,09/05/2016,
740,"Zainal Setiadi, M.Keb",M,Midwife,Medical,1982-12-25,43,23/02/2020,
741,"Jaya Manurung, M.Kom",M,IT Team,Non Medical,1995-12-31,30,30/12/2019,
742,"Bambang Simanjuntak, S.Tr.Kes",M,Laboratory Analyst,Medical,1980-03-08,46,12/04/2017,
743,"Elia Siregar, M.Kep",F,Nurse,Medical,1981-12-04,44,17/03/2002,
744,"Putri Siregar, M.Ked",F,Doctor,Medical,1998-10-17,27,20/12/2025,
745,"Widya Priyanto, S.Tr.Rad",F,Radiographer,Medical,1987-02-26,39,07/04/2016,
746,Indra Sugiarto,M,Cleaning Service,Non Medical,1971-10-14,54,03/08/2005,
747,Budi Tampubolon,M,Electromedical Technician,Medical,1992-02-17,34,31/05/2011,
748,"Diah Saputra, S.KM",F,Casemix / BPJS Claim,Non Medical,1989-03-11,37,11/08/2018,25/05/2025
749,"Firmansyah Simbolon, M.Kep",M,Nurse,Medical,1991-05-25,34,29/07/2017,17/06/2019
750,"Vina Maulana, Sp.Kep",F,Nurse,Medical,1984-09-21,41,08/09/2008,28/02/2023
751,Rahmat Wibowo,M,Security,Non Medical,1978-04-05,48,31/08/2003,29/10/2004
752,"Yuliana Suprapto, S.Adm.Kes",F,Management,Non Medical,2000-12-27,25,03/08/2025,
753,"Zainal Firmansyah, SST",M,Radiographer,Medical,1980-01-14,46,04/07/2019,
754,Firmansyah Firmansyah,M,Administration,Non Medical,1980-04-28,46,11/08/2001,
755,"dr. Dimas Nugroho, Sp.THT",M,Specialist Doctor,Medical,1983-11-07,42,29/09/2006,
756,"Nanang Hidayat, Bd.",M,Midwife,Medical,1985-07-31,40,08/05/2015,25/04/2022
757,"Candra Pratama, S.Ak",M,Finance,Non Medical,1986-04-16,40,01/02/2015,
758,"Dimas Panjaitan, A.Md.Kep",M,Nurse,Medical,1966-10-13,59,08/11/1984,
759,"Intan Setiadi, Bd.",F,Midwife,Medical,1972-10-10,53,20/10/2005,
760,"Diah Setiadi, S.Kep",F,Nurse,Medical,1969-08-17,56,20/07/1988,
761,Made Susanto,M,Security,Non Medical,1967-12-06,58,09/10/1985,
762,"Kartika Hutabarat, A.Md.Kes",F,CSSD,Non Medical,1988-01-30,38,16/12/2009,
763,"Fani Prasetyo, A.Md.Kep",F,Nurse,Medical,1988-06-08,37,02/10/2023,
764,"Yuliana Sinaga, Ners",F,Nurse,Medical,1999-04-02,27,07/11/2018,
765,"Galih Siahaan, S.Adm.Kes",M,Management,Non Medical,1981-11-28,44,31/07/2008,
766,Dr. Yanti Simanjuntak,F,Nurse,Medical,1968-08-23,57,16/12/1988,
767,Rina Saputra,F,Midwife,Medical,1993-08-22,32,03/01/2024,
768,"Ratna Widodo, MARS",F,Casemix / BPJS Claim,Non Medical,1970-08-04,55,25/05/1997,
769,"Nadia Santoso, A.Md.Kep",F,Nurse,Medical,1967-01-04,59,05/04/1996,
770,Susilo Maulana,M,Administration,Non Medical,1992-11-24,33,19/07/2011,01/08/2015
771,"Usman Malik, MARS",M,Casemix / BPJS Claim,Non Medical,1978-11-24,47,09/11/2009,
772,"Diana Suprapto, A.Md.Keb",F,Midwife,Medical,1977-06-07,48,14/05/2001,
773,"Hesti Pasaribu, S.Gz",F,Nutritionist,Medical,1967-06-12,58,15/03/1999,
774,"Yanto Wijayanto, S.Ked",M,Doctor,Medical,1986-03-13,40,31/08/2007,
775,"Yuliana Wibowo, S.KM",F,Casemix / BPJS Claim,Non Medical,1998-07-28,27,05/03/2022,
776,"Made Siregar, MBBS",M,Doctor,Medical,1971-06-21,54,08/02/2011,
777,Tri Hutapea,F,Ambulance Driver,Non Medical,1991-10-24,34,29/07/2012,
778,"Nanang Malik, MD",M,Doctor,Medical,1970-01-19,56,12/12/2008,
779,"Diah Sari, A.Md.Kep",F,Nurse,Medical,1968-07-01,57,08/08/1986,
780,"Rina Hidayat, Sp.Kep",F,Nurse,Medical,1966-09-12,59,10/01/1997,
781,Teguh Pratama,M,Ambulance Driver,Non Medical,1978-12-19,47,24/08/1999,
782,Silvi Hermawan,F,Laundry Staff,Non Medical,1978-07-21,47,08/07/2018,
783,"Irfan Setiadi, S.T",M,Electromedical Technician,Medical,1990-01-05,36,08/06/2018,
784,"dr. Ani Sari, Sp.A",F,Specialist Doctor,Medical,1982-08-04,43,14/02/2005,
785,"Ningsih Tampubolon, A.Md.Kes",F,Medical Support,Medical,1982-09-20,43,07/12/2015,
786,"Diah Simbolon, Bd.",F,Midwife,Medical,1983-11-27,42,31/05/2004,
787,Indah Santoso,F,Laundry Staff,Non Medical,1987-04-05,39,29/02/2008,
788,Kurniawan Saputra,M,Administration,Non Medical,2000-10-06,25,14/10/2020,
789,"Cahyo Maulana, S.E",M,Administration,Non Medical,1985-01-14,41,06/02/2008,
790,"Retno Hutabarat, Sp.Farm",F,Pharmacist,Medical,1972-09-13,53,26/03/2005,12/12/2024
791,"Tri Firmansyah, A.Md.Keb",F,Midwife,Medical,1974-09-03,51,23/11/1995,
792,"Sinta Setiadi, Ners",F,Nurse,Medical,1980-09-07,45,17/04/2016,
793,"dr. Zainal Widodo, Sp.THT",M,Specialist Doctor,Medical,1992-09-12,33,02/03/2011,
794,"Slamet Hermawan, SST",M,Midwife,Medical,1972-10-22,53,06/03/2007,
795,"Taufik Nugroho, A.Md.ELM",M,Electromedical Technician,Medical,1967-04-15,59,23/02/1991,
796,"Haris Situmorang, S.Farm",M,Pharmacist,Medical,1971-04-25,55,03/07/1992,
797,"Lukman Setiawan, S.Ft",M,Physiotherapist,Medical,1987-09-04,38,30/09/2007,
798,"Putri Situmorang, S.KM",F,Medical Records,Non Medical,1969-12-23,56,08/05/2008,
799,"Silvi Siregar, M.Biomed",F,Laboratory Analyst,Medical,1999-07-22,26,17/08/2022,
800,"Nanang Sinaga, S.E",M,Administration,Non Medical,1971-12-05,54,03/08/1992,
801,"Diana Hakim, S.Tr.Rad",F,Radiographer,Medical,1974-02-08,52,02/01/2005,
802,Hendra Hutapea,M,Building Technician,Non Medical,1977-05-11,48,18/01/2007,
803,"Sari Rahman, Sp.Kep",F,Nurse,Medical,1991-12-27,34,04/05/2014,23/09/2023
804,"Agus Budiman, S.Adm",M,Administration,Non Medical,1970-10-19,55,29/05/2010,
805,Dr. Yuliana Raharjo,F,Nurse,Medical,1965-10-15,60,01/02/1988,
806,Dr. Dedi Hutabarat,M,Nurse,Medical,1982-10-13,43,13/08/2005,
807,"Bambang Purwanto, S.Ked",M,Doctor,Medical,1968-05-14,57,29/11/1988,
808,Hesti Hutapea,F,Nurse,Medical,1982-07-21,43,04/08/2013,
809,"Bella Priyanto, Sp.Kep",F,Nurse,Medical,1965-01-25,61,27/07/2000,
810,"Fajar Panjaitan, M.KM",M,Medical Records,Non Medical,1987-07-21,38,31/01/2016,
811,"Sinta Nasution, SST",F,Radiographer,Medical,2001-11-02,24,17/04/2023,
812,Rahmat Siahaan,M,Cleaning Service,Non Medical,1973-03-20,53,27/08/2006,30/04/2016
813,Mira Purwanto,F,Finance,Non Medical,1998-05-04,28,11/04/2018,
814,"Yuni Hakim, Ners",F,Nurse,Medical,1975-12-12,50,28/05/2013,15/02/2020
815,"Ningsih Sinaga, S.Kep",F,Nurse,Medical,1994-10-17,31,04/06/2014,
816,"Ningsih Santoso, Ners",F,Nurse,Medical,1988-08-11,37,02/12/2025,
817,"Galih Utomo, M.M",M,Administration,Non Medical,1972-04-04,54,19/06/2000,14/03/2006
818,"Lukman Sugiarto, S.Kep",M,Nurse,Medical,2002-01-22,24,06/02/2025,
819,"Gunawan Santoso, M.Biomed",M,Laboratory Analyst,Medical,1993-11-05,32,02/03/2023,
820,Ika Pasaribu,F,Cleaning Service,Non Medical,2003-05-30,22,26/03/2022,
821,"Yuliana Panjaitan, M.Kep",F,Nurse,Medical,1981-04-27,45,07/01/2000,
822,Joko Hutabarat,M,Cleaning Service,Non Medical,1982-06-17,43,24/01/2012,
823,"Bayu Permana, S.Ked",M,Doctor,Medical,1991-07-05,34,04/03/2025,
824,"Hadi Nasution, S.T",M,Electromedical Technician,Medical,2001-01-26,25,07/01/2022,
825,"Gunawan Kusuma, S.T",M,Building Technician,Non Medical,1999-11-28,26,21/11/2022,
826,Agus Sitompul,M,Medical Records,Non Medical,1991-01-27,35,29/07/2023,
827,"Zahra Wijayanto, RD",F,Nutritionist,Medical,1990-09-10,35,27/12/2022,
828,"Farhan Santoso, MBBS",M,Doctor,Medical,2002-10-31,23,06/10/2021,
829,"Haris Pratama, S.E",M,Management,Non Medical,1999-03-02,27,09/12/2022,26/04/2024
830,"Intan Prabowo, Ners",F,Nurse,Medical,1991-12-06,34,10/09/2023,21/06/2025
831,"dr. Firmansyah Nugroho, Sp.M",M,Specialist Doctor,Medical,1988-02-13,38,03/02/2011,
832,"Zainal Tampubolon, Sp.Kep",M,Nurse,Medical,1994-07-18,31,11/10/2020,
833,Rahmat Manurung,M,Security,Non Medical,1973-12-19,52,12/05/2002,
834,"Tri Setiawan, MD",F,Doctor,Medical,2000-01-30,26,19/08/2019,
835,Linda Prasetyo,F,Cleaning Service,Non Medical,1968-10-29,57,20/10/2002,
836,"Susilo Gunawan, S.Ft",M,Physiotherapist,Medical,1992-10-26,33,10/01/2013,
837,"Farhan Kusuma, S.Tr.Kes",M,Blood Bank Officer,Medical,2003-10-27,22,23/06/2023,
838,"Yanti Budiman, S.Ked",F,Doctor,Medical,1968-02-18,58,12/03/2006,
839,"Tri Manurung, Ners",F,Nurse,Medical,1998-05-03,28,21/10/2023,
840,Dr. Haris Kusuma,M,Doctor,Medical,1999-07-05,26,26/03/2018,
841,"Farhan Priyanto, A.Md.Kom",M,IT Team,Non Medical,1966-10-15,59,08/07/1991,
842,Rudi Wijayanto,M,Doctor,Medical,1993-11-17,32,16/07/2018,
843,"Purwanto Sitompul, A.Md.Kep",M,Nurse,Medical,1971-07-20,54,02/12/2002,
844,"dr. Taufik Suryanto, Sp.JP",M,Specialist Doctor,Medical,2002-10-15,23,09/10/2022,16/08/2023
845,Ningsih Suryanto,F,CSSD,Non Medical,1987-08-31,38,18/05/2012,
846,"dr. Prasetyo Siregar, Sp.PK",M,Specialist Doctor,Medical,1971-05-29,54,02/11/2003,
847,"dr. Yoga Kusuma, Sp.P",M,Specialist Doctor,Medical,1967-04-11,59,30/10/1998,13/06/2008
848,"Fitri Simanjuntak, Ners",F,Nurse,Medical,1999-03-19,27,20/02/2025,
849,"Endah Permana, A.Md.Keb",F,Midwife,Medical,1974-12-11,51,06/06/1993,
850,Eko Hartono,M,Cleaning Service,Non Medical,1982-07-30,43,13/11/2006,
851,"dr. Citra Hutabarat, Sp.PK",F,Specialist Doctor,Medical,1980-03-22,46,02/11/2002,
852,"Rina Susanto, S.Keb",F,Midwife,Medical,1981-09-02,44,03/04/2003,
853,Endah Permana,F,Laundry Staff,Non Medical,1978-03-08,48,14/08/2014,
854,"Farhan Wijayanto, M.M",M,Finance,Non Medical,1979-08-04,46,19/01/1998,
855,"Rina Tampubolon, MBBS",F,Doctor,Medical,1988-01-04,38,18/04/2017,
856,"Dewi Prasetyo, Sp.Farm",F,Pharmacist,Medical,1979-02-10,47,17/01/2007,
857,"Ani Nasution, M.M",F,Administration,Non Medical,1994-09-27,31,10/02/2018,
858,Galih Hartono,M,Doctor,Medical,1980-04-06,46,10/08/2008,
859,"Ratna Manurung, S.Kep",F,Nurse,Medical,1967-06-01,58,18/05/2004,
860,Dr. Ade Wijaya,M,Doctor,Medical,1987-09-16,38,04/09/2023,
861,"Dewi Siahaan, DrPH",F,Casemix / BPJS Claim,Non Medical,1997-03-03,29,16/01/2023,
862,"Retno Pratama, M.T",F,Management,Non Medical,1982-02-23,44,23/06/2014,
863,Endah Simanjuntak,F,Administration,Non Medical,1972-09-15,53,27/12/1996,
864,"Oki Hutapea, S.K3",M,K3 / Occupational Health & Safety,Non Medical,1965-08-31,60,22/08/1995,
865,"Widya Simbolon, S.Adm",F,Administration,Non Medical,1989-11-21,36,17/12/2016,
866,"Rini Setiawan, S.Sos",F,Administration,Non Medical,1967-07-08,58,15/04/2000,
867,Tuti Widodo,F,Ambulance Driver,Non Medical,1998-08-30,27,02/12/2024,
868,"Citra Sugiarto, S.E",F,Finance,Non Medical,1984-12-05,41,17/07/2021,
869,"Fani Situmorang, Ners",F,Nurse,Medical,1992-01-10,34,23/06/2022,
870,"Wulan Malik, S.KM",F,K3 / Occupational Health & Safety,Non Medical,1992-04-08,34,19/02/2018,
871,Ika Wijayanto,F,Medical Support,Medical,1992-02-10,34,16/02/2024,
872,Indra Suryanto,M,Security,Non Medical,1983-01-14,43,08/04/2017,
873,Kusuma Malik,M,Laundry Staff,Non Medical,1979-07-21,46,18/07/2013,
874,Zahra Hakim,F,Medical Records,Non Medical,1968-07-09,57,30/01/2000,
875,Wahyu Gunawan,M,Cleaning Service,Non Medical,1970-05-01,56,17/06/2003,
876,"Linda Raharjo, S.Keb",F,Midwife,Medical,1999-10-21,26,07/09/2020,
877,"Tiara Hutabarat, M.M",F,Administration,Non Medical,1974-12-06,51,17/07/2003,
878,Dedi Wijayanto,M,Ambulance Driver,Non Medical,1987-06-05,38,07/07/2025,
879,"Nadia Putra, M.Keb",F,Midwife,Medical,1988-07-18,37,14/07/2021,
880,"Dewi Maulana, A.Md.Kep",F,Nurse,Medical,1993-08-08,32,26/11/2015,
881,"Endah Panjaitan, S.Si",F,Laboratory Analyst,Medical,1990-01-15,36,30/10/2019,
882,"Nur Maulana, A.Md.Kep",F,Nurse,Medical,1970-01-14,56,01/12/1999,
883,"Rini Hakim, S.Farm",F,Pharmacist,Medical,1975-07-23,50,10/08/1997,
