employee_id,full_name,profession_id,profession_group_id,gender,date_of_birth,hire_date,resignation_date
702,"S.Adm, Endah Gunawan",1427,2,F,22/03/1987,07/06/2007,18/11/2010
703,"Teguh Prabowo, Ir.",1423,2,M,22/03/1982,24/01/2020,
704,"M.Kes, Retno Prabowo",1415,1,F,03/06/1983,09/09/2020,
705,"Ners, Iwan Sinaga",1413,1,M,20/01/1999,26/01/2017,03/08/2018
706,"Slamet Wijayanto, drg. Sp.KGA",1412,1,M,17/03/1966,12/12/1985,
707,"Agus Gunawan",1435,2,M,22/12/1978,11/01/2014,14/10/2021
708,"Lina Permana, S.E",1427,2,F,18/08/1997,18/01/2024,27/05/2025
709,"Novita Hakim",1429,2,F,14/01/1968,30/05/2000,03/07/2019
710,"Yuliana Raharjo, S.Kom",1425,2,F,12/12/2000,07/11/2018,
711,"A.Md.Kom, Firmansyah Suprapto",1425,2,M,02/09/1965,01/11/1994,
712,"A.Md.Kep, Elia Sinaga",1413,1,F,29/06/1977,05/08/1999,
713,"M.Kep, Yuni Hermawan",1413,1,F,20/04/1982,31/10/2021,
714,"S.Ft, Nadia Wijayanto",1420,1,F,05/01/1988,23/11/2025,
715,"Ratna Firmansyah",1415,1,F,28/11/1996,09/05/2014,
716,"A.Md, Elia Budiman",1427,2,F,21/10/1972,31/05/2001,
717,"Rudi Siregar, S.Sos",1427,2,M,05/09/2000,28/01/2020,
718,"Intan Kurniawan",1413,1,F,31/10/1981,06/11/2009,
719,"M.Kes, Budi Tampubolon",1415,1,M,19/01/1969,08/11/2004,
720,"Ade Maulana",1430,2,M,15/10/1994,21/06/2016,
721,"Sp.Kep, Nur Susanto",1413,1,F,31/01/1965,04/04/2001,
722,"A.Md.Kep, Kartika Maulana",1413,1,F,20/11/1986,21/03/2017,
723,"Wati Putra, M.Kep",1413,1,F,08/03/1992,07/06/2011,
724,"Zara Simbolon, Sp.Kep",1413,1,F,05/01/1978,05/05/2007,
725,"Citra Pratama, Dr.",1413,1,F,22/10/1991,21/07/2018,
726,"S.K3, Ade Lubis",1435,2,M,04/06/1975,27/09/2006,
727,"A.Md, Joko Kurniawan",1427,2,M,12/12/1979,04/08/1998,
728,"S.Keb, Vina Firmansyah",1414,1,F,03/09/1966,21/08/1993,23/04/1995
729,"Teguh Maulana, dr. Sp.P",1412,1,M,01/11/1998,27/05/2018,
730,"Apt., Joko Prabowo",1419,1,M,18/03/1988,10/12/2009,
731,"S.Tr.Kes, Nur Kurniawan",1431,2,F,25/07/1971,20/08/1999,
732,"Putri Putra, Dr.",1413,1,F,06/07/1981,26/01/2010,
733,"Widya Pasaribu",1430,2,F,16/12/1973,26/11/1999,
734,"A.Md.AK, Bayu Budiman",1418,1,M,11/04/1982,15/06/2011,
735,"Sari Widodo",1413,1,F,06/08/1995,18/09/2024,
736,"Yuni Siahaan, dr. Sp.U",1412,1,F,09/03/1985,26/11/2004,14/03/2022
737,"Sri Hermawan, Sp.Kep",1413,1,F,12/06/1995,05/04/2025,
738,"S.Kep, Rini Rahman",1413,1,F,27/05/1969,09/10/1995,
739,"S.Ft, Yanti Simanjuntak",1420,1,F,12/10/1994,09/05/2016,
740,"M.Keb, Zainal Setiadi",1414,1,M,25/12/1982,23/02/2020,
741,"Jaya Manurung, M.Kom",1425,2,M,31/12/1995,30/12/2019,
742,"S.Tr.Kes, Bambang Simanjuntak",1418,1,M,08/03/1980,12/04/2017,
743,"M.Kep, Elia Siregar",1413,1,F,04/12/1981,17/03/2002,
744,"Putri Siregar, M.Ked",1411,1,F,17/10/1998,20/12/2025,
745,"S.Tr.Rad, Widya Priyanto",1417,1,F,26/02/1987,07/04/2016,
746,"Indra Sugiarto",1430,2,M,14/10/1971,03/08/2005,
747,"Budi Tampubolon",1416,1,M,17/02/1992,31/05/2011,
748,"Diah Saputra, S.KM",1424,2,F,11/03/1989,11/08/2018,25/05/2025
749,"M.Kep, Firmansyah Simbolon",1413,1,M,25/05/1991,29/07/2017,17/06/2019
750,"Vina Maulana, Sp.Kep",1413,1,F,21/09/1984,08/09/2008,28/02/2023
751,"Rahmat Wibowo",1429,2,M,05/04/1978,31/08/2003,29/10/2004
752,"S.Adm.Kes, Yuliana Suprapto",1423,2,F,27/12/2000,03/08/2025,
753,"SST, Zainal Firmansyah",1417,1,M,14/01/1980,04/07/2019,
754,"Firmansyah Firmansyah",1427,2,M,28/04/1980,11/08/2001,
755,"Dimas Nugroho, dr. Sp.THT",1412,1,M,07/11/1983,29/09/2006,
756,"Nanang Hidayat, Bd.",1414,1,M,31/07/1985,08/05/2015,25/04/2022
757,"S.Ak, Candra Pratama",1428,2,M,16/04/1986,01/02/2015,
758,"Dimas Panjaitan, A.Md.Kep",1413,1,M,13/10/1966,08/11/1984,
759,"Intan Setiadi, Bd.",1414,1,F,10/10/1972,20/10/2005,
760,"Diah Setiadi, S.Kep",1413,1,F,17/08/1969,20/07/1988,
761,"Made Susanto",1429,2,M,06/12/1967,09/10/1985,
762,"Kartika Hutabarat, A.Md.Kes",1431,2,F,30/01/1988,16/12/2009,
763,"Fani Prasetyo, A.Md.Kep",1413,1,F,08/06/1988,02/10/2023,
764,"Ners, Yuliana Sinaga",1413,1,F,02/04/1999,07/11/2018,
765,"Galih Siahaan, S.Adm.Kes",1423,2,M,28/11/1981,31/07/2008,
766,"Dr., Yanti Simanjuntak",1413,1,F,23/08/1968,16/12/1988,
767,"Rina Saputra",1414,1,F,22/08/1993,03/01/2024,
768,"Ratna Widodo, MARS",1424,2,F,04/08/1970,25/05/1997,
769,"A.Md.Kep, Nadia Santoso",1413,1,F,04/01/1967,05/04/1996,
770,"Susilo Maulana",1427,2,M,24/11/1992,19/07/2011,01/08/2015
771,"Usman Malik, MARS",1424,2,M,24/11/1978,09/11/2009,
772,"Diana Suprapto, A.Md.Keb",1414,1,F,07/06/1977,14/05/2001,
773,"S.Gz, Hesti Pasaribu",1421,1,F,12/06/1967,15/03/1999,
774,"Yanto Wijayanto, S.Ked",1411,1,M,13/03/1986,31/08/2007,
775,"Yuliana Wibowo, S.KM",1424,2,F,28/07/1998,05/03/2022,
776,"Made Siregar, MBBS",1411,1,M,21/06/1971,08/02/2011,
777,"Tri Hutapea",1432,2,F,24/10/1991,29/07/2012,
778,"Nanang Malik, MD",1411,1,M,19/01/1970,12/12/2008,
779,"A.Md.Kep, Diah Sari",1413,1,F,01/07/1968,08/08/1986,
780,"Sp.Kep, Rina Hidayat",1413,1,F,12/09/1966,10/01/1997,
781,"Teguh Pratama",1432,2,M,19/12/1978,24/08/1999,
782,"Silvi Hermawan",1433,2,F,21/07/1978,08/07/2018,
783,"S.T, Irfan Setiadi",1416,1,M,05/01/1990,08/06/2018,
784,"Ani Sari, dr. Sp.A",1412,1,F,04/08/1982,14/02/2005,
785,"A.Md.Kes, Ningsih Tampubolon",1415,1,F,20/09/1982,07/12/2015,
786,"Bd., Diah Simbolon",1414,1,F,27/11/1983,31/05/2004,
787,"Indah Santoso",1433,2,F,05/04/1987,29/02/2008,
788,"Kurniawan Saputra",1427,2,M,06/10/2000,14/10/2020,
789,"Cahyo Maulana, S.E",1427,2,M,14/01/1985,06/02/2008,
790,"Sp.Farm, Retno Hutabarat",1419,1,F,13/09/1972,26/03/2005,12/12/2024
791,"Tri Firmansyah, A.Md.Keb",1414,1,F,03/09/1974,23/11/1995,
792,"Ners, Sinta Setiadi",1413,1,F,07/09/1980,17/04/2016,
793,"Zainal Widodo, dr. Sp.THT",1412,1,M,12/09/1992,02/03/2011,
794,"Slamet Hermawan, SST",1414,1,M,22/10/1972,06/03/2007,
795,"Taufik Nugroho, A.Md.ELM",1416,1,M,15/04/1967,23/02/1991,
796,"Haris Situmorang, S.Farm",1419,1,M,25/04/1971,03/07/1992,
797,"Lukman Setiawan, S.Ft",1420,1,M,04/09/1987,30/09/2007,
798,"Putri Situmorang, S.KM",1426,2,F,23/12/1969,08/05/2008,
799,"Silvi Siregar, M.Biomed",1418,1,F,22/07/1999,17/08/2022,
800,"S.E, Nanang Sinaga",1427,2,M,05/12/1971,03/08/1992,
801,"S.Tr.Rad, Diana Hakim",1417,1,F,08/02/1974,02/01/2005,
802,"Hendra Hutapea",1434,2,M,11/05/1977,18/01/2007,
803,"Sari Rahman, Sp.Kep",1413,1,F,27/12/1991,04/05/2014,23/09/2023
804,"Agus Budiman, S.Adm",1427,2,M,19/10/1970,29/05/2010,
805,"Dr., Yuliana Raharjo",1413,1,F,15/10/1965,01/02/1988,
806,"Dr., Dedi Hutabarat",1413,1,M,13/10/1982,13/08/2005,
807,"S.Ked, Bambang Purwanto",1411,1,M,14/05/1968,29/11/1988,
808,"Hesti Hutapea",1413,1,F,21/07/1982,04/08/2013,
809,"Sp.Kep, Bella Priyanto",1413,1,F,25/01/1965,27/07/2000,
810,"Fajar Panjaitan, M.KM",1426,2,M,21/07/1987,31/01/2016,
811,"SST, Sinta Nasution",1417,1,F,02/11/2001,17/04/2023,
812,"Rahmat Siahaan",1430,2,M,20/03/1973,27/08/2006,30/04/2016
813,"Mira Purwanto",1428,2,F,04/05/1998,11/04/2018,
814,"Yuni Hakim, Ners",1413,1,F,12/12/1975,28/05/2013,15/02/2020
815,"S.Kep, Ningsih Sinaga",1413,1,F,17/10/1994,04/06/2014,
816,"Ners, Ningsih Santoso",1413,1,F,11/08/1988,02/12/2025,
817,"M.M, Galih Utomo",1427,2,M,04/04/1972,19/06/2000,14/03/2006
818,"S.Kep, Lukman Sugiarto",1413,1,M,22/01/2002,06/02/2025,
819,"M.Biomed, Gunawan Santoso",1418,1,M,05/11/1993,02/03/2023,
820,"Ika Pasaribu",1430,2,F,30/05/2003,26/03/2022,
821,"Yuliana Panjaitan, M.Kep",1413,1,F,27/04/1981,07/01/2000,
822,"Joko Hutabarat",1430,2,M,17/06/1982,24/01/2012,
823,"S.Ked, Bayu Permana",1411,1,M,05/07/1991,04/03/2025,
824,"S.T, Hadi Nasution",1416,1,M,26/01/2001,07/01/2022,
825,"Gunawan Kusuma, S.T",1434,2,M,28/11/1999,21/11/2022,
826,"Agus Sitompul",1426,2,M,27/01/1991,29/07/2023,
827,"Zahra Wijayanto, RD",1421,1,F,10/09/1990,27/12/2022,
828,"Farhan Santoso, MBBS",1411,1,M,31/10/2002,06/10/2021,
829,"Haris Pratama, S.E",1423,2,M,02/03/1999,09/12/2022,26/04/2024
830,"Ners, Intan Prabowo",1413,1,F,06/12/1991,10/09/2023,21/06/2025
831,"dr. Sp.M, Firmansyah Nugroho",1412,1,M,13/02/1988,03/02/2011,
832,"Zainal Tampubolon, Sp.Kep",1413,1,M,18/07/1994,11/10/2020,
833,"Rahmat Manurung",1429,2,M,19/12/1973,12/05/2002,
834,"Tri Setiawan, MD",1411,1,F,30/01/2000,19/08/2019,
835,"Linda Prasetyo",1430,2,F,29/10/1968,20/10/2002,
836,"S.Ft, Susilo Gunawan",1420,1,M,26/10/1992,10/01/2013,
837,"Farhan Kusuma, S.Tr.Kes",1422,1,M,27/10/2003,23/06/2023,
838,"Yanti Budiman, S.Ked",1411,1,F,18/02/1968,12/03/2006,
839,"Tri Manurung, Ners",1413,1,F,03/05/1998,21/10/2023,
840,"Haris Kusuma, Dr.",1411,1,M,05/07/1999,26/03/2018,
841,"A.Md.Kom, Farhan Priyanto",1425,2,M,15/10/1966,08/07/1991,
842,"Rudi Wijayanto",1411,1,M,17/11/1993,16/07/2018,
843,"Purwanto Sitompul, A.Md.Kep",1413,1,M,20/07/1971,02/12/2002,
844,"Taufik Suryanto, dr. Sp.JP",1412,1,M,15/10/2002,09/10/2022,16/08/2023
845,"Ningsih Suryanto",1431,2,F,31/08/1987,18/05/2012,
846,"dr. Sp.PK, Prasetyo Siregar",1412,1,M,29/05/1971,02/11/2003,
847,"Yoga Kusuma, dr. Sp.P",1412,1,M,11/04/1967,30/10/1998,13/06/2008
848,"Fitri Simanjuntak, Ners",1413,1,F,19/03/1999,20/02/2025,
849,"A.Md.Keb, Endah Permana",1414,1,F,11/12/1974,06/06/1993,
850,"Eko Hartono",1430,2,M,30/07/1982,13/11/2006,
851,"dr. Sp.PK, Citra Hutabarat",1412,1,F,22/03/1980,02/11/2002,
852,"Rina Susanto, S.Keb",1414,1,F,02/09/1981,03/04/2003,
853,"Endah Permana",1433,2,F,08/03/1978,14/08/2014,
854,"Farhan Wijayanto, M.M",1428,2,M,04/08/1979,19/01/1998,
855,"MBBS, Rina Tampubolon",1411,1,F,04/01/1988,18/04/2017,
856,"Sp.Farm, Dewi Prasetyo",1419,1,F,10/02/1979,17/01/2007,
857,"Ani Nasution, M.M",1427,2,F,27/09/1994,10/02/2018,
858,"Galih Hartono",1411,1,M,06/04/1980,10/08/2008,
859,"S.Kep, Ratna Manurung",1413,1,F,01/06/1967,18/05/2004,
860,"Ade Wijaya, Dr.",1411,1,M,16/09/1987,04/09/2023,
861,"DrPH, Dewi Siahaan",1424,2,F,03/03/1997,16/01/2023,
862,"M.T, Retno Pratama",1423,2,F,23/02/1982,23/06/2014,
863,"Endah Simanjuntak",1427,2,F,15/09/1972,27/12/1996,
864,"Oki Hutapea, S.K3",1435,2,M,31/08/1965,22/08/1995,
865,"S.Adm, Widya Simbolon",1427,2,F,21/11/1989,17/12/2016,
866,"Rini Setiawan, S.Sos",1427,2,F,08/07/1967,15/04/2000,
867,"Tuti Widodo",1432,2,F,30/08/1998,02/12/2024,
868,"S.E, Citra Sugiarto",1428,2,F,05/12/1984,17/07/2021,
869,"Fani Situmorang, Ners",1413,1,F,10/01/1992,23/06/2022,
870,"S.KM, Wulan Malik",1435,2,F,08/04/1992,19/02/2018,
871,"Ika Wijayanto",1415,1,F,10/02/1992,16/02/2024,
872,"Indra Suryanto",1429,2,M,14/01/1983,08/04/2017,
873,"Kusuma Malik",1433,2,M,21/07/1979,18/07/2013,
874,"Zahra Hakim",1426,2,F,09/07/1968,30/01/2000,
875,"Wahyu Gunawan",1430,2,M,01/05/1970,17/06/2003,
876,"S.Keb, Linda Raharjo",1414,1,F,21/10/1999,07/09/2020,
877,"Tiara Hutabarat, M.M",1427,2,F,06/12/1974,17/07/2003,
878,"Dedi Wijayanto",1432,2,M,05/06/1987,07/07/2025,
879,"Nadia Putra, M.Keb",1414,1,F,18/07/1988,14/07/2021,
880,"A.Md.Kep, Dewi Maulana",1413,1,F,08/08/1993,26/11/2015,
881,"Endah Panjaitan, S.Si",1418,1,F,15/01/1990,30/10/2019,
882,"Nur Maulana, A.Md.Kep",1413,1,F,14/01/1970,01/12/1999,
883,"Rini Hakim, S.Farm",1419,1,F,23/07/1975,10/08/1997,
884,"Bayu Hutabarat, Dr.",1411,1,M,25/09/2001,14/01/2023,
885,"Mira Susanto",1430,2,F,25/01/1967,11/05/1989,
886,"Bella Raharjo, dr. Sp.RM",1412,1,F,10/02/1979,26/12/2008,
887,"Nugroho Sinaga, S.Farm",1419,1,M,08/09/1984,28/09/2011,
888,"M.Keb, Retno Panjaitan",1414,1,F,05/07/1990,20/12/2008,
889,"Tri Simanjuntak, S.Tr.Kes",1418,1,F,10/10/1992,10/09/2012,
890,"Kartika Firmansyah, A.Md.Kep",1413,1,F,31/05/1965,17/06/1987,
891,"M.Kep, Kurniawan Wijaya",1413,1,M,19/08/1989,21/05/2014,
892,"S.T, Dedi Sinaga",1425,2,M,30/03/2003,24/04/2025,
893,"Hadi Hakim, dr.",1411,1,M,26/03/1997,09/11/2019,24/05/2025
894,"Eko Manurung, A.Md.Kep",1413,1,M,18/12/1985,18/11/2014,
895,"Wulan Kusuma",1413,1,F,21/11/1994,13/11/2025,
896,"Purwanto Gunawan, A.Md.Kes",1415,1,M,09/08/1972,07/06/2005,
897,"Vera Prabowo",1430,2,F,20/01/1999,13/04/2025,
898,"Fitri Widodo, Dr.",1413,1,F,13/09/1994,25/04/2018,
899,"Yuliana Lubis",1421,1,F,03/02/1986,18/08/2020,
900,"S.Kep, Intan Nasution",1413,1,F,03/10/1992,30/03/2018,
901,"Wulan Putra",1427,2,F,28/05/1986,20/09/2011,
902,"Mega Prasetyo",1430,2,F,23/08/1981,17/06/2013,13/04/2017
903,"Gilang Kurniawan",1429,2,M,06/07/1969,04/04/2009,
904,"Sari Sugiarto",1430,2,F,01/06/1978,04/07/2017,
905,"Widya Tampubolon",1433,2,F,29/12/1982,01/09/2001,
906,"Cahyo Kurniawan",1432,2,M,18/02/1999,23/07/2018,
907,"Dewi Lubis, M.Kep",1413,1,F,07/01/1972,12/11/2007,
908,"Dr., Retno Wijayanto",1413,1,F,24/01/1998,26/11/2016,30/11/2023
909,"Maya Situmorang",1420,1,F,25/01/2000,11/11/2024,
910,"M.Adm.Kes, Farhan Hutapea",1423,2,M,17/09/1967,21/06/2005,06/11/2019
911,"dr., Tri Manurung",1411,1,F,03/03/1989,06/12/2016,
912,"dr. Sp.U, Fajar Budiman",1412,1,M,24/02/1970,11/07/1993,
913,"Yuni Widodo, Dr.",1413,1,F,23/12/1979,16/10/2003,17/08/2009
914,"S.Keb, Mira Simanjuntak",1414,1,F,19/04/1989,14/02/2010,
915,"Kartika Siregar, S.Tr.Kes",1431,2,F,07/04/1974,20/10/2012,20/03/2017
916,"A.Md.Kes, Tiara Suprapto",1415,1,F,15/01/1978,08/04/2006,17/12/2014
917,"Tuti Rahman",1430,2,F,02/08/2000,27/03/2024,
918,"Galih Suryanto, S.Tr.ELM",1416,1,M,15/12/1982,24/04/2012,
919,"dr. Sp.BP, Yuni Hutapea",1412,1,F,06/11/1991,26/09/2009,
920,"M.Gz, Ani Hartono",1421,1,F,06/10/1972,17/12/1993,
921,"Indra Hutapea",1430,2,M,09/06/1996,24/08/2023,
922,"Widya Simbolon",1415,1,F,14/11/1975,28/09/2007,22/09/2009
923,"Sinta Hutabarat, CA",1428,2,F,13/10/1986,17/05/2021,
924,"A.Md.Kep, Rina Hutabarat",1413,1,F,31/10/2002,03/07/2021,
925,"Endah Widodo, S.Tr.Kes",1418,1,F,25/12/1999,26/02/2021,
926,"M.Gz, Tri Prasetyo",1421,1,F,29/08/1978,19/07/2001,
927,"Zulkifli Setiadi",1414,1,M,12/07/1975,31/12/2011,
928,"Eko Hutapea, Dr.",1413,1,M,29/10/2002,18/06/2023,
929,"S.T, Vina Setiadi",1425,2,F,05/10/1976,21/09/1999,
930,"Ners, Lukas Wibowo",1413,1,M,06/07/2002,02/09/2023,
931,"M.Kep, Lukas Prasetyo",1413,1,M,09/06/1973,14/10/2012,
932,"Yuni Prabowo, dr.",1411,1,F,11/03/1976,12/06/2008,
933,"S.Tr.Kes, Widya Putra",1431,2,F,29/01/1988,27/03/2025,
934,"M.Kep, Yoga Priyanto",1413,1,M,19/10/1997,29/11/2023,27/07/2024
935,"S.Gz, Vina Pratama",1421,1,F,07/06/1994,17/02/2017,
936,"Ners, Indah Suryanto",1413,1,F,10/05/1985,30/12/2014,
937,"Wawan Susanto, A.Md.Kep",1413,1,M,04/09/1989,27/10/2022,13/04/2023
938,"Ahmad Hartono, A.Md.ELM",1416,1,M,06/11/1984,24/09/2006,
939,"S.E, Lukas Suprapto",1427,2,M,11/05/1972,05/11/1999,
940,"Tri Firmansyah, dr. Sp.P",1412,1,F,17/03/1972,03/03/2006,
941,"S.Sos, Yoga Setiadi",1427,2,M,12/10/1971,12/04/1990,
942,"A.Md.ELM, Teguh Hermawan",1416,1,M,29/10/2001,03/01/2020,
943,"Vera Raharjo, M.Keb",1414,1,F,22/07/1990,24/04/2013,
944,"Yuliana Siahaan",1413,1,F,01/05/1981,10/06/2017,
945,"Maya Setiawan",1427,2,F,04/07/1974,09/04/2002,
946,"Joko Permana",1429,2,M,15/03/1970,27/06/2005,
947,"Dr., Wati Kusuma",1413,1,F,11/04/1972,12/08/2006,
948,"dr. Sp.PA, Sari Budiman",1412,1,F,07/10/1973,27/02/1995,
949,"Hesti Sinaga, Ners",1413,1,F,16/04/1972,27/11/2003,02/11/2022
950,"Dedi Saputra",1429,2,M,20/11/1989,24/05/2018,
951,"Rudi Hakim, M.M",1427,2,M,21/08/1991,10/03/2014,
952,"Cahyo Setiawan, SST",1417,1,M,01/09/2003,26/01/2021,
953,"A.Md.ELM, Ika Sitompul",1416,1,F,21/09/1972,11/06/2011,
954,"Slamet Wibowo",1429,2,M,10/03/1991,06/03/2020,
955,"Agus Putra",1430,2,M,18/11/1993,01/01/2022,
956,"Sp.Kep, Novita Hutapea",1413,1,F,10/06/1967,11/08/1986,
957,"Ade Kusuma",1430,2,M,13/02/1991,25/10/2022,
958,"S.Ked, Retno Firmansyah",1411,1,F,11/09/1999,20/08/2021,
959,"Indah Simanjuntak, MBBS",1411,1,F,19/01/1973,10/01/1993,14/06/2000
960,"M.Kep, Diah Nasution",1413,1,F,14/03/1979,26/02/2017,
961,"Diah Sinaga",1415,1,F,09/07/1984,15/11/2008,
962,"Bambang Sitompul",1429,2,M,20/11/1990,05/11/2023,
963,"Maya Simbolon, S.Kep",1413,1,F,23/11/2003,07/06/2022,
964,"Mahendra Utomo, S.T",1423,2,M,09/04/1973,05/02/1993,
965,"Citra Prabowo",1413,1,F,12/06/2002,02/07/2025,
966,"Tiara Simbolon, Sp.Kep",1413,1,F,20/05/1982,05/09/2003,06/04/2004
967,"Yoga Pasaribu, Dra.",1423,2,M,19/06/1971,26/09/1993,
968,"Citra Putra",1414,1,F,26/08/1996,17/12/2020,
969,"M.Kep, Novita Hakim",1413,1,F,19/07/1974,12/06/2011,11/10/2018
970,"Silvi Simanjuntak, M.Gz",1421,1,F,18/01/1966,11/12/1995,
971,"MD, Haris Wijayanto",1411,1,M,02/01/2003,08/07/2021,
972,"S.Sos, Indah Pratama",1427,2,F,15/06/1976,21/05/2009,
973,"S.Ked, Dimas Saputra",1411,1,M,22/02/1993,25/10/2020,
974,"Farhan Lubis, A.Md.Kep",1413,1,M,06/07/1999,05/08/2017,
975,"Sinta Manurung, A.Md.Kep",1413,1,F,24/11/1983,28/03/2008,
976,"Fani Susanto, Sp.Farm",1419,1,F,21/12/1970,22/10/1992,
977,"M.Kep, Yuni Kusuma",1413,1,F,24/05/1992,26/06/2025,
978,"Eko Widodo, M.M",1427,2,M,23/08/2001,07/10/2021,
979,"Diana Sugiarto",1414,1,F,26/12/2002,08/07/2024,
980,"dr., Mahendra Prabowo",1411,1,M,07/02/1974,15/01/2008,
981,"Sp.Farm, Dewi Wijayanto",1419,1,F,21/02/1986,18/01/2007,
982,"M.Keb, Wulan Permana",1414,1,F,21/09/1975,26/12/2001,
983,"A.Md.Kom, Vina Nugroho",1425,2,F,25/09/1971,14/01/1991,
984,"Agus Raharjo, M.KM",1426,2,M,30/11/1986,21/04/2006,
985,"A.Md.AK, Susilo Lubis",1418,1,M,19/01/1979,05/05/1997,
986,"Lestari Kusuma, MBA",1423,2,F,27/05/1999,11/07/2021,
987,"S.Kep, Putri Gunawan",1413,1,F,26/03/1998,24/06/2016,
988,"M.Kep, Ratna Prasetyo",1413,1,F,18/09/1995,25/10/2015,
989,"Zara Hutabarat, Dr.",1413,1,F,05/11/1978,16/09/2015,
990,"Zainal Wijayanto",1430,2,M,07/09/1989,25/03/2015,
991,"Mega Hutapea, Dr.",1413,1,F,02/04/1994,05/10/2013,
992,"SST, Nugroho Simanjuntak",1417,1,M,15/09/1982,16/09/2021,
993,"Sri Gunawan",1433,2,F,31/01/1997,08/10/2016,
994,"Diah Sugiarto, M.M",1427,2,F,09/06/1982,02/01/2000,
995,"Vina Prabowo",1430,2,F,20/12/1995,01/10/2023,
996,"Anisa Manurung, S.Ak",1428,2,F,19/05/1980,31/12/2019,
997,"Nanang Priyanto",1411,1,M,24/08/1968,19/08/1997,
998,"Kurniawan Sitompul, S.Kes",1415,1,M,18/05/1996,20/03/2022,
999,"Ners, Tri Siahaan",1413,1,F,26/09/1988,29/08/2022,
1000,"Yuni Hartono, dr. Sp.OG",1412,1,F,09/01/1990,29/07/2012,
1001,"Hesti Tampubolon, S.Ft",1420,1,F,24/07/1991,26/11/2020,20/01/2021
1002,"MD, Dimas Siahaan",1411,1,M,11/08/2003,24/07/2023,
1003,"Maya Rahman, A.Md",1427,2,F,05/11/1972,07/06/2008,
1004,"Kartika Santoso, dr. Sp.KK",1412,1,F,29/03/2002,09/09/2023,
1005,"S.E, Retno Setiawan",1423,2,F,25/09/2003,12/02/2022,
1006,"Vera Wijayanto, S.Kep",1413,1,F,23/02/1976,30/03/2011,
1007,"Kurniawan Rahman, M.M",1427,2,M,01/03/1995,08/08/2016,
1008,"Ani Situmorang",1433,2,F,28/09/2002,14/06/2024,
1009,"M.M, Tri Malik",1427,2,F,21/02/1983,05/04/2002,
1010,"Iwan Prabowo",1411,1,M,22/02/1982,05/08/2007,
1011,"M.Ft, Nanang Prabowo",1420,1,M,01/10/1979,24/07/2016,
1012,"Wawan Siahaan, S.T",1434,2,M,30/11/1982,20/07/2018,
1013,"Indah Sitompul, Sp.Kep",1413,1,F,02/11/1985,27/04/2014,
1014,"S.Tr.Kes, Dewi Nasution",1418,1,F,18/11/1970,23/12/2008,
1015,"Zahra Suryanto, M.Kep",1413,1,F,04/05/1989,16/04/2017,14/06/2023
1016,"Irfan Wijayanto, Dr.",1413,1,M,13/02/1987,12/10/2020,
1017,"Novita Gunawan",1430,2,F,02/10/1977,30/06/2011,
1018,"Teguh Saputra",1422,1,M,05/03/1977,24/12/2005,
1019,"S.Kep, Wulan Purwanto",1413,1,F,26/03/1981,07/11/2006,
1020,"Ners, Vera Hartono",1413,1,F,25/02/1968,03/07/2004,18/11/2008
1021,"dr. Sp.S, Jaya Widodo",1412,1,M,26/06/1976,16/12/1996,
1022,"S.Kep, Putri Panjaitan",1413,1,F,10/08/1971,05/09/2001,
1023,"Gunawan Raharjo, Ners",1413,1,M,28/02/1971,28/06/1989,
1024,"Yuliana Nasution",1413,1,F,02/08/1965,22/02/1991,
1025,"Dr., Vera Wijaya",1413,1,F,14/02/1995,13/11/2014,
1026,"Lukman Sinaga, S.Tr.Kes",1431,2,M,06/08/2002,15/12/2021,
1027,"A.Md, Anisa Permana",1427,2,F,30/08/1995,19/04/2016,
1028,"Fitri Hutapea, M.Ked",1411,1,F,02/12/1980,02/06/2011,
1029,"Zainal Maulana, A.Md.RMIK",1426,2,M,12/11/1996,05/06/2019,
1030,"Sari Purwanto, S.Adm.Kes",1423,2,F,07/08/1991,05/04/2009,
1031,"Hendra Wibowo, M.Kep",1413,1,M,21/02/1990,27/01/2009,
1032,"S.Tr.Kes, Firmansyah Suprapto",1431,2,M,01/05/1986,26/03/2007,
1033,"Zahra Hutabarat",1429,2,F,10/12/1971,28/11/2002,
1034,"Dimas Prasetyo",1430,2,M,13/04/1988,24/08/2025,
1035,"Anisa Hutapea",1430,2,F,11/11/1982,12/08/2003,
1036,"Dr., Widya Putra",1413,1,F,25/01/1989,02/05/2025,
1037,"Nanang Tampubolon, dr.",1411,1,M,07/03/1993,01/04/2019,
1038,"Ratna Hermawan",1432,2,F,03/03/1965,26/09/1987,
1039,"Zulkifli Utomo",1429,2,M,09/11/1999,21/12/2018,04/12/2023
1040,"Ahmad Prabowo",1430,2,M,01/10/1969,22/06/2001,
1041,"Wawan Susanto, M.Ft",1420,1,M,15/12/1969,23/10/1998,
1042,"Dr., Ningsih Santoso",1413,1,F,13/09/2000,29/03/2018,
1043,"A.Md, Mega Tampubolon",1427,2,F,12/03/1969,01/03/1995,
1044,"Yuni Priyanto, S.Kep",1413,1,F,05/02/1971,10/09/2002,29/10/2015
1045,"Lukman Saputra, dr. Sp.KK",1412,1,M,24/12/1970,09/06/2001,21/07/2010
1046,"Lina Purwanto, M.Farm",1419,1,F,20/10/1994,20/11/2022,
1047,"M.Ak, Lukas Malik",1428,2,M,15/09/1989,04/10/2021,11/02/2023
